Image,SSIM (Blurry),SSIM (Student)
0193_256_1024.jpg,0.968,0.9627
0193_256_1280.jpg,0.8346,0.8276
0193_256_1536.jpg,0.9642,0.9621
0193_256_256.jpg,0.9718,0.9658
0193_256_512.jpg,0.9921,0.9858
0193_256_768.jpg,0.9055,0.9026
0193_512_0.jpg,0.9416,0.9361
0193_512_1024.jpg,0.8473,0.8434
0193_512_1280.jpg,0.9963,0.9924
0193_512_1536.jpg,0.9962,0.9924
0193_512_256.jpg,0.9366,0.932
0193_512_512.jpg,0.9933,0.9879
0193_512_768.jpg,0.9387,0.9359
0193_768_0.jpg,0.8807,0.8766
0193_768_1024.jpg,0.8686,0.8648
0193_768_1280.jpg,0.8772,0.8721
0193_768_1536.jpg,0.8617,0.8564
0193_768_256.jpg,0.869,0.8643
0193_768_512.jpg,0.8784,0.8735
0193_768_768.jpg,0.7951,0.7899
0199_0_0.jpg,0.86,0.8175
0199_0_1024.jpg,0.8785,0.7936
0199_0_1280.jpg,0.864,0.8231
0199_0_1536.jpg,0.8556,0.8241
0199_0_256.jpg,0.9077,0.8954
0199_0_512.jpg,0.9372,0.9223
0199_0_768.jpg,0.8964,0.8139
0199_1024_0.jpg,0.8249,0.8142
0199_1024_1024.jpg,0.6943,0.6884
0199_1024_1280.jpg,0.9398,0.9357
0199_1024_1536.jpg,0.81,0.7983
0199_1024_256.jpg,0.7344,0.7277
0199_1024_512.jpg,0.6421,0.6255
0199_1024_768.jpg,0.6593,0.6457
0199_1280_0.jpg,0.7545,0.7416
0199_1280_1024.jpg,0.8447,0.8365
0199_1280_1280.jpg,0.9513,0.9436
0199_1280_1536.jpg,0.8225,0.8083
0199_1280_256.jpg,0.7105,0.7045
0199_1280_512.jpg,0.7483,0.7406
0199_1280_768.jpg,0.8537,0.8444
0199_256_0.jpg,0.9055,0.8922
0199_256_1024.jpg,0.9388,0.9115
0199_256_1280.jpg,0.9033,0.895
0199_256_1536.jpg,0.8782,0.8691
0199_256_256.jpg,0.8808,0.8673
0199_256_512.jpg,0.9024,0.8915
0199_256_768.jpg,0.9156,0.9048
0199_512_0.jpg,0.8355,0.8295
0199_512_1024.jpg,0.8912,0.8808
0199_512_1280.jpg,0.9096,0.9037
0199_512_1536.jpg,0.8836,0.8732
0199_512_256.jpg,0.9063,0.9009
0199_512_512.jpg,0.9022,0.8905
0199_512_768.jpg,0.9148,0.9075
0199_768_0.jpg,0.7832,0.7745
0199_768_1024.jpg,0.8334,0.8256
0199_768_1280.jpg,0.908,0.9007
0199_768_1536.jpg,0.832,0.8198
0199_768_256.jpg,0.8771,0.8724
0199_768_512.jpg,0.8286,0.8217
0199_768_768.jpg,0.8515,0.8417
0200_0_0.jpg,0.9526,0.946
0200_0_1024.jpg,0.9759,0.9661
0200_0_1280.jpg,0.9753,0.9655
0200_0_1536.jpg,0.9709,0.9602
0200_0_256.jpg,0.9659,0.9547
0200_0_512.jpg,0.9746,0.9649
0200_0_768.jpg,0.9788,0.968
0200_1024_0.jpg,0.9587,0.9509
0200_1024_1024.jpg,0.9693,0.9599
0200_1024_1280.jpg,0.9835,0.9774
0200_1024_1536.jpg,0.9696,0.9598
0200_1024_256.jpg,0.9759,0.9718
0200_1024_512.jpg,0.9651,0.9583
0200_1024_768.jpg,0.9817,0.9775
0200_256_0.jpg,0.8944,0.8851
0200_256_1024.jpg,0.9703,0.9601
0200_256_1280.jpg,0.9692,0.9619
0200_256_1536.jpg,0.9466,0.9309
0200_256_256.jpg,0.8819,0.873
0200_256_512.jpg,0.8574,0.8483
0200_256_768.jpg,0.8485,0.8396
0200_512_0.jpg,0.9535,0.9447
0200_512_1024.jpg,0.8949,0.8825
0200_512_1280.jpg,0.8202,0.8102
0200_512_1536.jpg,0.8936,0.8818
0200_512_256.jpg,0.8877,0.8791
0200_512_512.jpg,0.8421,0.8328
0200_512_768.jpg,0.8538,0.8482
0200_768_0.jpg,0.9612,0.9528
0200_768_1024.jpg,0.9291,0.9168
0200_768_1280.jpg,0.8856,0.875
0200_768_1536.jpg,0.9337,0.9226
0200_768_256.jpg,0.974,0.9683
0200_768_512.jpg,0.9727,0.9669
0200_768_768.jpg,0.9534,0.9438
0216_0_0.jpg,0.9318,0.917
0216_0_1024.jpg,0.3843,0.3776
0216_0_1280.jpg,0.5444,0.5368
0216_0_1536.jpg,0.9161,0.9061
0216_0_256.jpg,0.9289,0.9155
0216_0_512.jpg,0.9284,0.914
0216_0_768.jpg,0.7709,0.7602
0216_1024_0.jpg,0.6738,0.6584
0216_1024_1024.jpg,0.287,0.2768
0216_1024_1280.jpg,0.5092,0.4548
0216_1024_1536.jpg,0.5599,0.5504
0216_1024_256.jpg,0.6237,0.6106
0216_1024_512.jpg,0.2882,0.2769
0216_1024_768.jpg,0.2904,0.2831
0216_1280_0.jpg,0.3131,0.3021
0216_1280_1024.jpg,0.3901,0.3742
0216_1280_1280.jpg,0.3294,0.3213
0216_1280_1536.jpg,0.3839,0.375
0216_1280_256.jpg,0.3543,0.3352
0216_1280_512.jpg,0.3679,0.3582
0216_1280_768.jpg,0.29,0.2808
0216_256_0.jpg,0.9113,0.889
0216_256_1024.jpg,0.2338,0.2274
0216_256_1280.jpg,0.2347,0.2279
0216_256_1536.jpg,0.4499,0.4383
0216_256_256.jpg,0.9113,0.8911
0216_256_512.jpg,0.4617,0.4494
0216_256_768.jpg,0.1714,0.1633
0216_512_0.jpg,0.8903,0.8659
0216_512_1024.jpg,0.4021,0.394
0216_512_1280.jpg,0.4235,0.4115
0216_512_1536.jpg,0.4208,0.409
0216_512_256.jpg,0.78,0.7547
0216_512_512.jpg,0.3785,0.373
0216_512_768.jpg,0.1985,0.193
0216_768_0.jpg,0.8335,0.8136
0216_768_1024.jpg,0.497,0.4888
0216_768_1280.jpg,0.6863,0.6637
0216_768_1536.jpg,0.6935,0.675
0216_768_256.jpg,0.596,0.5854
0216_768_512.jpg,0.6358,0.6273
0216_768_768.jpg,0.3744,0.3669
0232_0_0.jpg,0.9976,0.5808
0232_0_1024.jpg,0.9858,0.5703
0232_0_1280.jpg,0.8677,0.5616
0232_0_1536.jpg,0.9346,0.5642
0232_0_256.jpg,0.9975,0.5714
0232_0_512.jpg,0.9974,0.5671
0232_0_768.jpg,0.9969,0.5689
0232_1024_0.jpg,0.7635,0.7613
0232_1024_1024.jpg,0.5698,0.5659
0232_1024_1280.jpg,0.8456,0.8218
0232_1024_1536.jpg,0.9,0.7887
0232_1024_256.jpg,0.8148,0.8089
0232_1024_512.jpg,0.6281,0.6198
0232_1024_768.jpg,0.6032,0.5994
0232_256_0.jpg,0.7046,0.6806
0232_256_1024.jpg,0.6421,0.635
0232_256_1280.jpg,0.5227,0.5148
0232_256_1536.jpg,0.5436,0.5322
0232_256_256.jpg,0.6927,0.6546
0232_256_512.jpg,0.6176,0.598
0232_256_768.jpg,0.6784,0.67
0232_512_0.jpg,0.6124,0.5995
0232_512_1024.jpg,0.7528,0.7291
0232_512_1280.jpg,0.6925,0.6824
0232_512_1536.jpg,0.6176,0.6078
0232_512_256.jpg,0.6932,0.6776
0232_512_512.jpg,0.8231,0.7668
0232_512_768.jpg,0.779,0.7666
0232_768_0.jpg,0.7178,0.7094
0232_768_1024.jpg,0.7649,0.748
0232_768_1280.jpg,0.9042,0.7743
0232_768_1536.jpg,0.8383,0.7588
0232_768_256.jpg,0.7604,0.7488
0232_768_512.jpg,0.8144,0.8
0232_768_768.jpg,0.7224,0.7144
0245_0_0.jpg,0.8347,0.7966
0245_0_1024.jpg,0.8874,0.7277
0245_0_1280.jpg,0.9052,0.7397
0245_0_1536.jpg,0.8957,0.7423
0245_0_256.jpg,0.8763,0.8179
0245_0_512.jpg,0.8718,0.8098
0245_0_768.jpg,0.8561,0.7967
0245_1024_0.jpg,0.6851,0.659
0245_1024_1024.jpg,0.8145,0.7963
0245_1024_1280.jpg,0.8596,0.8395
0245_1024_1536.jpg,0.8528,0.8226
0245_1024_256.jpg,0.7115,0.6926
0245_1024_512.jpg,0.6633,0.6549
0245_1024_768.jpg,0.8492,0.8271
0245_1280_0.jpg,0.8154,0.7944
0245_1280_1024.jpg,0.7983,0.7566
0245_1280_1280.jpg,0.845,0.8211
0245_1280_1536.jpg,0.8461,0.8214
0245_1280_256.jpg,0.7578,0.7372
0245_1280_512.jpg,0.705,0.6958
0245_1280_768.jpg,0.7602,0.7461
0245_256_0.jpg,0.7566,0.7306
0245_256_1024.jpg,0.677,0.6691
0245_256_1280.jpg,0.7768,0.7417
0245_256_1536.jpg,0.8583,0.7571
0245_256_256.jpg,0.7885,0.745
0245_256_512.jpg,0.7415,0.7284
0245_256_768.jpg,0.6508,0.6399
0245_512_0.jpg,0.6646,0.6339
0245_512_1024.jpg,0.5891,0.5787
0245_512_1280.jpg,0.7369,0.7267
0245_512_1536.jpg,0.8126,0.789
0245_512_256.jpg,0.7895,0.775
0245_512_512.jpg,0.6626,0.6495
0245_512_768.jpg,0.5179,0.5091
0245_768_0.jpg,0.6398,0.6277
0245_768_1024.jpg,0.7027,0.6899
0245_768_1280.jpg,0.8132,0.7986
0245_768_1536.jpg,0.8429,0.817
0245_768_256.jpg,0.6058,0.5909
0245_768_512.jpg,0.7436,0.7302
0245_768_768.jpg,0.6459,0.6313
0251_0_0.jpg,0.9795,0.9652
0251_0_1024.jpg,0.9806,0.9673
0251_0_1280.jpg,0.9802,0.9686
0251_0_1536.jpg,0.9763,0.9656
0251_0_256.jpg,0.9796,0.9676
0251_0_512.jpg,0.978,0.9647
0251_0_768.jpg,0.9799,0.9651
0251_1024_0.jpg,0.9667,0.958
0251_1024_1024.jpg,0.9711,0.9618
0251_1024_1280.jpg,0.9656,0.9603
0251_1024_1536.jpg,0.9596,0.9514
0251_1024_256.jpg,0.9555,0.9431
0251_1024_512.jpg,0.9237,0.9161
0251_1024_768.jpg,0.9725,0.96
0251_256_0.jpg,0.9838,0.9712
0251_256_1024.jpg,0.9774,0.9634
0251_256_1280.jpg,0.9764,0.9639
0251_256_1536.jpg,0.9752,0.9635
0251_256_256.jpg,0.9775,0.9648
0251_256_512.jpg,0.9091,0.8987
0251_256_768.jpg,0.9033,0.8902
0251_512_0.jpg,0.9731,0.9623
0251_512_1024.jpg,0.915,0.9052
0251_512_1280.jpg,0.9726,0.9638
0251_512_1536.jpg,0.9708,0.9649
0251_512_256.jpg,0.9655,0.959
0251_512_512.jpg,0.9148,0.9085
0251_512_768.jpg,0.8525,0.8424
0251_768_0.jpg,0.9728,0.9664
0251_768_1024.jpg,0.962,0.9539
0251_768_1280.jpg,0.9715,0.962
0251_768_1536.jpg,0.9693,0.9636
0251_768_256.jpg,0.9127,0.9025
0251_768_512.jpg,0.8802,0.8688
0251_768_768.jpg,0.9503,0.942
0261_0_0.jpg,0.5132,0.5107
0261_0_1024.jpg,0.4843,0.4758
0261_0_1280.jpg,0.3364,0.3275
0261_0_1536.jpg,0.4796,0.4656
0261_0_256.jpg,0.3562,0.3527
0261_0_512.jpg,0.3322,0.3277
0261_0_768.jpg,0.5383,0.5292
0261_1024_0.jpg,0.6351,0.631
0261_1024_1024.jpg,0.2851,0.2785
0261_1024_1280.jpg,0.3516,0.3451
0261_1024_1536.jpg,0.5671,0.5549
0261_1024_256.jpg,0.5333,0.5245
0261_1024_512.jpg,0.307,0.3009
0261_1024_768.jpg,0.3001,0.296
0261_256_0.jpg,0.582,0.5793
0261_256_1024.jpg,0.2659,0.256
0261_256_1280.jpg,0.5655,0.5521
0261_256_1536.jpg,0.5118,0.4981
0261_256_256.jpg,0.2823,0.2784
0261_256_512.jpg,0.3919,0.3864
0261_256_768.jpg,0.4519,0.4435
0261_512_0.jpg,0.3495,0.3439
0261_512_1024.jpg,0.1972,0.1907
0261_512_1280.jpg,0.247,0.2401
0261_512_1536.jpg,0.5081,0.4958
0261_512_256.jpg,0.3674,0.3636
0261_512_512.jpg,0.5011,0.4893
0261_512_768.jpg,0.2826,0.2752
0261_768_0.jpg,0.386,0.3794
0261_768_1024.jpg,0.2523,0.2455
0261_768_1280.jpg,0.2981,0.2924
0261_768_1536.jpg,0.4273,0.4204
0261_768_256.jpg,0.5945,0.5861
0261_768_512.jpg,0.3051,0.2976
0261_768_768.jpg,0.2333,0.2256
0266_0_0.jpg,0.983,0.9806
0266_0_1024.jpg,0.929,0.9134
0266_0_1280.jpg,0.9196,0.9096
0266_0_1536.jpg,0.9157,0.9045
0266_0_256.jpg,0.9808,0.9769
0266_0_512.jpg,0.977,0.969
0266_0_768.jpg,0.9666,0.9539
0266_1024_0.jpg,0.8024,0.7881
0266_1024_1024.jpg,0.6409,0.6282
0266_1024_1280.jpg,0.7002,0.6935
0266_1024_1536.jpg,0.6776,0.674
0266_1024_256.jpg,0.7929,0.7821
0266_1024_512.jpg,0.7108,0.7016
0266_1024_768.jpg,0.7016,0.6908
0266_256_0.jpg,0.7368,0.7257
0266_256_1024.jpg,0.5558,0.5406
0266_256_1280.jpg,0.6787,0.6683
0266_256_1536.jpg,0.7636,0.7543
0266_256_256.jpg,0.7299,0.7174
0266_256_512.jpg,0.666,0.6514
0266_256_768.jpg,0.5252,0.5039
0266_512_0.jpg,0.6408,0.6334
0266_512_1024.jpg,0.4567,0.4478
0266_512_1280.jpg,0.4959,0.4856
0266_512_1536.jpg,0.6884,0.6787
0266_512_256.jpg,0.7294,0.7207
0266_512_512.jpg,0.5902,0.5842
0266_512_768.jpg,0.5109,0.4983
0266_768_0.jpg,0.7375,0.7252
0266_768_1024.jpg,0.6204,0.6119
0266_768_1280.jpg,0.6786,0.6693
0266_768_1536.jpg,0.6808,0.6772
0266_768_256.jpg,0.6526,0.643
0266_768_512.jpg,0.6637,0.6566
0266_768_768.jpg,0.6297,0.619
0287_0_0.jpg,0.992,0.99
0287_0_1024.jpg,0.9925,0.9919
0287_0_1280.jpg,0.9925,0.992
0287_0_1536.jpg,0.9919,0.9901
0287_0_256.jpg,0.9894,0.9874
0287_0_512.jpg,0.8837,0.8771
0287_0_768.jpg,0.9621,0.9599
0287_1024_0.jpg,0.9205,0.9142
0287_1024_1024.jpg,0.6435,0.6361
0287_1024_1280.jpg,0.7332,0.7214
0287_1024_1536.jpg,0.7911,0.7753
0287_1024_256.jpg,0.8801,0.87
0287_1024_512.jpg,0.8083,0.7985
0287_1024_768.jpg,0.6796,0.6721
0287_256_0.jpg,0.993,0.992
0287_256_1024.jpg,0.8662,0.8624
0287_256_1280.jpg,0.8111,0.8069
0287_256_1536.jpg,0.8941,0.8893
0287_256_256.jpg,0.9617,0.9582
0287_256_512.jpg,0.8663,0.8534
0287_256_768.jpg,0.9359,0.9328
0287_512_0.jpg,0.9459,0.9391
0287_512_1024.jpg,0.7341,0.7314
0287_512_1280.jpg,0.6567,0.65
0287_512_1536.jpg,0.7073,0.7024
0287_512_256.jpg,0.8729,0.865
0287_512_512.jpg,0.7681,0.7577
0287_512_768.jpg,0.7841,0.7787
0287_768_0.jpg,0.8877,0.8782
0287_768_1024.jpg,0.8853,0.8809
0287_768_1280.jpg,0.736,0.7302
0287_768_1536.jpg,0.7229,0.7133
0287_768_256.jpg,0.8356,0.8246
0287_768_512.jpg,0.7732,0.7678
0287_768_768.jpg,0.6714,0.6648
0295_0_0.jpg,0.9009,0.8618
0295_0_1024.jpg,0.9374,0.9239
0295_0_1280.jpg,0.9234,0.91
0295_0_1536.jpg,0.8958,0.8819
0295_0_256.jpg,0.9226,0.8915
0295_0_512.jpg,0.9348,0.9146
0295_0_768.jpg,0.9435,0.9257
0295_1024_0.jpg,0.932,0.9234
0295_1024_1024.jpg,0.9436,0.9341
0295_1024_1280.jpg,0.896,0.887
0295_1024_1536.jpg,0.9407,0.9286
0295_1024_256.jpg,0.9594,0.9501
0295_1024_512.jpg,0.9683,0.9575
0295_1024_768.jpg,0.9636,0.9535
0295_256_0.jpg,0.9073,0.8668
0295_256_1024.jpg,0.9369,0.9127
0295_256_1280.jpg,0.9067,0.8891
0295_256_1536.jpg,0.914,0.8939
0295_256_256.jpg,0.9324,0.9089
0295_256_512.jpg,0.9432,0.9121
0295_256_768.jpg,0.9514,0.922
0295_512_0.jpg,0.9226,0.889
0295_512_1024.jpg,0.8999,0.8797
0295_512_1280.jpg,0.868,0.8537
0295_512_1536.jpg,0.9266,0.9054
0295_512_256.jpg,0.9467,0.9209
0295_512_512.jpg,0.9544,0.9291
0295_512_768.jpg,0.9586,0.9306
0295_768_0.jpg,0.9271,0.8861
0295_768_1024.jpg,0.9194,0.898
0295_768_1280.jpg,0.8041,0.7867
0295_768_1536.jpg,0.9273,0.8931
0295_768_256.jpg,0.9478,0.918
0295_768_512.jpg,0.9548,0.9246
0295_768_768.jpg,0.9608,0.933
0307_0_0.jpg,0.975,0.9683
0307_0_1024.jpg,0.9778,0.9684
0307_0_1280.jpg,0.9786,0.9717
0307_0_1536.jpg,0.986,0.9778
0307_0_256.jpg,0.9723,0.966
0307_0_512.jpg,0.9687,0.9553
0307_0_768.jpg,0.9754,0.9677
0307_1024_0.jpg,0.9826,0.9776
0307_1024_1024.jpg,0.9102,0.8997
0307_1024_1280.jpg,0.9279,0.9221
0307_1024_1536.jpg,0.8846,0.8773
0307_1024_256.jpg,0.9744,0.9682
0307_1024_512.jpg,0.9764,0.9707
0307_1024_768.jpg,0.9343,0.9257
0307_256_0.jpg,0.9295,0.9195
0307_256_1024.jpg,0.9293,0.9253
0307_256_1280.jpg,0.9483,0.9316
0307_256_1536.jpg,0.9696,0.957
0307_256_256.jpg,0.8857,0.877
0307_256_512.jpg,0.9809,0.9743
0307_256_768.jpg,0.9407,0.9356
0307_512_0.jpg,0.8359,0.8304
0307_512_1024.jpg,0.8044,0.8006
0307_512_1280.jpg,0.9032,0.8965
0307_512_1536.jpg,0.9325,0.9246
0307_512_256.jpg,0.8197,0.8142
0307_512_512.jpg,0.9001,0.8928
0307_512_768.jpg,0.7133,0.7098
0307_768_0.jpg,0.9633,0.9556
0307_768_1024.jpg,0.7573,0.7497
0307_768_1280.jpg,0.8484,0.8458
0307_768_1536.jpg,0.8297,0.8248
0307_768_256.jpg,0.9629,0.9552
0307_768_512.jpg,0.96,0.955
0307_768_768.jpg,0.8162,0.8103
0324_0_0.jpg,0.5917,0.5703
0324_0_1024.jpg,0.6376,0.6159
0324_0_256.jpg,0.5759,0.5561
0324_0_512.jpg,0.6175,0.6004
0324_0_768.jpg,0.534,0.5104
0324_1024_0.jpg,0.5372,0.5239
0324_1024_1024.jpg,0.6965,0.688
0324_1024_256.jpg,0.602,0.5874
0324_1024_512.jpg,0.6008,0.5878
0324_1024_768.jpg,0.6479,0.6381
0324_1280_0.jpg,0.3503,0.3413
0324_1280_1024.jpg,0.6331,0.6174
0324_1280_256.jpg,0.4427,0.4317
0324_1280_512.jpg,0.4927,0.4815
0324_1280_768.jpg,0.5423,0.5315
0324_1536_0.jpg,0.416,0.4057
0324_1536_1024.jpg,0.5152,0.5026
0324_1536_256.jpg,0.4281,0.416
0324_1536_512.jpg,0.4736,0.4617
0324_1536_768.jpg,0.5216,0.5079
0324_256_0.jpg,0.4879,0.4665
0324_256_1024.jpg,0.5962,0.5749
0324_256_256.jpg,0.5088,0.4883
0324_256_512.jpg,0.595,0.5769
0324_256_768.jpg,0.5847,0.5639
0324_512_0.jpg,0.5468,0.527
0324_512_1024.jpg,0.6303,0.6184
0324_512_256.jpg,0.5445,0.5249
0324_512_512.jpg,0.5924,0.5793
0324_512_768.jpg,0.5746,0.5564
0324_768_0.jpg,0.5192,0.5012
0324_768_1024.jpg,0.6629,0.6507
0324_768_256.jpg,0.5664,0.5506
0324_768_512.jpg,0.5603,0.5465
0324_768_768.jpg,0.615,0.6019
0328_0_0.jpg,0.8635,0.8551
0328_0_1024.jpg,0.8572,0.8307
0328_0_1280.jpg,0.9251,0.8987
0328_0_1536.jpg,0.9309,0.9055
0328_0_256.jpg,0.9484,0.9409
0328_0_512.jpg,0.8947,0.8842
0328_0_768.jpg,0.8427,0.8207
0328_1024_0.jpg,0.8891,0.8793
0328_1024_1024.jpg,0.6253,0.6149
0328_1024_1280.jpg,0.6867,0.6696
0328_1024_1536.jpg,0.7043,0.686
0328_1024_256.jpg,0.5751,0.5655
0328_1024_512.jpg,0.5692,0.5632
0328_1024_768.jpg,0.6108,0.6071
0328_256_0.jpg,0.906,0.8936
0328_256_1024.jpg,0.611,0.5851
0328_256_1280.jpg,0.8187,0.7804
0328_256_1536.jpg,0.8288,0.7964
0328_256_256.jpg,0.7033,0.6942
0328_256_512.jpg,0.4845,0.4802
0328_256_768.jpg,0.4069,0.3969
0328_512_0.jpg,0.8937,0.8817
0328_512_1024.jpg,0.5553,0.5321
0328_512_1280.jpg,0.6636,0.6442
0328_512_1536.jpg,0.7316,0.6866
0328_512_256.jpg,0.4318,0.4239
0328_512_512.jpg,0.4267,0.4218
0328_512_768.jpg,0.4185,0.4087
0328_768_0.jpg,0.9396,0.93
0328_768_1024.jpg,0.561,0.5513
0328_768_1280.jpg,0.7001,0.6477
0328_768_1536.jpg,0.7087,0.6894
0328_768_256.jpg,0.2316,0.2235
0328_768_512.jpg,0.3605,0.3499
0328_768_768.jpg,0.4807,0.4697
0334_0_0.jpg,0.8023,0.7932
0334_0_1024.jpg,0.7864,0.7774
0334_0_1280.jpg,0.8517,0.8393
0334_0_1536.jpg,0.8419,0.8323
0334_0_256.jpg,0.8044,0.7957
0334_0_512.jpg,0.4876,0.4819
0334_0_768.jpg,0.5572,0.5514
0334_1024_0.jpg,0.7663,0.7545
0334_1024_1024.jpg,0.6488,0.6462
0334_1024_1280.jpg,0.5689,0.5648
0334_1024_1536.jpg,0.6732,0.6679
0334_1024_256.jpg,0.7423,0.7339
0334_1024_512.jpg,0.6274,0.62
0334_1024_768.jpg,0.7324,0.7252
0334_256_0.jpg,0.8274,0.8196
0334_256_1024.jpg,0.6984,0.6904
0334_256_1280.jpg,0.8422,0.8309
0334_256_1536.jpg,0.8766,0.8645
0334_256_256.jpg,0.5886,0.5813
0334_256_512.jpg,0.5114,0.5079
0334_256_768.jpg,0.7612,0.757
0334_512_0.jpg,0.7233,0.7171
0334_512_1024.jpg,0.5243,0.5169
0334_512_1280.jpg,0.8702,0.8565
0334_512_1536.jpg,0.7597,0.7529
0334_512_256.jpg,0.511,0.5053
0334_512_512.jpg,0.6976,0.6913
0334_512_768.jpg,0.5265,0.5199
0334_768_0.jpg,0.7257,0.716
0334_768_1024.jpg,0.5245,0.5193
0334_768_1280.jpg,0.7352,0.7266
0334_768_1536.jpg,0.6099,0.6031
0334_768_256.jpg,0.7261,0.7173
0334_768_512.jpg,0.739,0.731
0334_768_768.jpg,0.572,0.5678
0337_0_0.jpg,0.9444,0.9265
0337_0_1024.jpg,0.9546,0.9459
0337_0_1280.jpg,0.9492,0.9389
0337_0_256.jpg,0.9675,0.9002
0337_0_512.jpg,0.9119,0.8975
0337_0_768.jpg,0.9342,0.9225
0337_1024_0.jpg,0.9233,0.9082
0337_1024_1024.jpg,0.8149,0.7863
0337_1024_1280.jpg,0.9151,0.8989
0337_1024_256.jpg,0.8514,0.8235
0337_1024_512.jpg,0.7882,0.7231
0337_1024_768.jpg,0.8388,0.7979
0337_1280_0.jpg,0.9802,0.9557
0337_1280_1024.jpg,0.8873,0.8597
0337_1280_1280.jpg,0.9428,0.9102
0337_1280_256.jpg,0.8633,0.8412
0337_1280_512.jpg,0.8684,0.7934
0337_1280_768.jpg,0.8362,0.7959
0337_1536_0.jpg,0.9763,0.8718
0337_1536_1024.jpg,0.8992,0.8717
0337_1536_1280.jpg,0.9803,0.9655
0337_1536_256.jpg,0.9828,0.855
0337_1536_512.jpg,0.9456,0.8146
0337_1536_768.jpg,0.9591,0.8576
0337_256_0.jpg,0.9734,0.9607
0337_256_1024.jpg,0.9583,0.9476
0337_256_1280.jpg,0.9359,0.9256
0337_256_256.jpg,0.9549,0.9091
0337_256_512.jpg,0.9628,0.8627
0337_256_768.jpg,0.9603,0.9306
0337_512_0.jpg,0.943,0.9243
0337_512_1024.jpg,0.9122,0.89
0337_512_1280.jpg,0.9247,0.913
0337_512_256.jpg,0.8784,0.8482
0337_512_512.jpg,0.8861,0.8449
0337_512_768.jpg,0.9339,0.894
0337_768_0.jpg,0.9298,0.9153
